date,state,district,demo_age_5_17,demo_age_17_plus
2025-10-11,West Bengal,Uttar Dinajpur,139,2220
2025-10-11,West Bengal,West Midnapore,3,824
2025-10-11,West Bengal,hooghly,0,2
2025-10-11,West bengal,South 24 Parganas,0,1
2025-10-11,West bengal,hooghly,0,2
2025-10-11,andhra pradesh,chittoor,0,1
2025-10-12,Andaman & Nicobar Islands,Andamans,0,9
2025-10-12,Andaman & Nicobar Islands,South Andaman,0,3
2025-10-12,Andaman and Nicobar Islands,Nicobar,0,4
2025-10-12,Andaman and Nicobar Islands,North And Middle Andaman,1,5
2025-10-12,Andaman and Nicobar Islands,South Andaman,4,51
2025-10-12,Andhra Pradesh,Adilabad,6,83
2025-10-12,Andhra Pradesh,Alluri Sitharama Raju,4,22
2025-10-12,Andhra Pradesh,Anakapalli,12,79
2025-10-12,Andhra Pradesh,Anantapur,13,237
2025-10-12,Andhra Pradesh,Ananthapur,19,127
2025-10-12,Andhra Pradesh,Ananthapuramu,32,183
2025-10-12,Andhra Pradesh,Annamayya,5,49
2025-10-12,Andhra Pradesh,Bapatla,1,52
2025-10-12,Andhra Pradesh,Chittoor,68,464
2025-10-12,Andhra Pradesh,Cuddapah,48,558
2025-10-12,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,10,54
2025-10-12,Andhra Pradesh,East Godavari,88,649
2025-10-12,Andhra Pradesh,Eluru,10,50
2025-10-12,Andhra Pradesh,Guntur,38,468
2025-10-12,Andhra Pradesh,Hyderabad,17,208
2025-10-12,Andhra Pradesh,K.V.Rangareddy,0,4
2025-10-12,Andhra Pradesh,K.v. Rangareddy,0,2
2025-10-12,Andhra Pradesh,Kakinada,10,181
2025-10-12,Andhra Pradesh,Karim Nagar,0,6
2025-10-12,Andhra Pradesh,Karimnagar,6,75
2025-10-12,Andhra Pradesh,Khammam,18,216
2025-10-12,Andhra Pradesh,Krishna,61,618
2025-10-12,Andhra Pradesh,Kurnool,104,732
2025-10-12,Andhra Pradesh,Mahabub Nagar,0,108
2025-10-12,Andhra Pradesh,Mahabubnagar,0,1
2025-10-12,Andhra Pradesh,Mahbubnagar,5,62
2025-10-12,Andhra Pradesh,Medak,4,114
2025-10-12,Andhra Pradesh,N. T. R,27,140
2025-10-12,Andhra Pradesh,Nalgonda,15,252
2025-10-12,Andhra Pradesh,Nandyal,31,114
2025-10-12,Andhra Pradesh,Nellore,67,620
2025-10-12,Andhra Pradesh,Nizamabad,6,67
2025-10-12,Andhra Pradesh,Palnadu,28,121
2025-10-12,Andhra Pradesh,Parvathipuram Manyam,14,63
2025-10-12,Andhra Pradesh,Prakasam,101,1156
2025-10-12,Andhra Pradesh,Rangareddi,17,207
2025-10-12,Andhra Pradesh,Sri Potti Sriramulu Nellore,24,134
2025-10-12,Andhra Pradesh,Sri Sathya Sai,27,203
2025-10-12,Andhra Pradesh,Srikakulam,116,756
2025-10-12,Andhra Pradesh,Tirupati,35,248
2025-10-12,Andhra Pradesh,Visakhapatnam,134,1223
2025-10-12,Andhra Pradesh,Vizianagaram,79,658
2025-10-12,Andhra Pradesh,Warangal,38,389
2025-10-12,Andhra Pradesh,West Godavari,118,1041
2025-10-12,Andhra Pradesh,Y. S. R,31,216
2025-10-12,Arunachal Pradesh,Anjaw,6,2
2025-10-12,Arunachal Pradesh,Changlang,2,25
2025-10-12,Arunachal Pradesh,East Kameng,4,7
2025-10-12,Arunachal Pradesh,East Siang,2,50
2025-10-12,Arunachal Pradesh,Kra Daadi,0,6
2025-10-12,Arunachal Pradesh,Kurung Kumey,0,2
2025-10-12,Arunachal Pradesh,Lohit,0,26
2025-10-12,Arunachal Pradesh,Longding,0,6
2025-10-12,Arunachal Pradesh,Lower Dibang Valley,4,14
2025-10-12,Arunachal Pradesh,Lower Siang,1,1
2025-10-12,Arunachal Pradesh,Lower Subansiri,1,15
2025-10-12,Arunachal Pradesh,Namsai,1,9
2025-10-12,Arunachal Pradesh,Papum Pare,4,29
2025-10-12,Arunachal Pradesh,Shi-yomi,1,0
2025-10-12,Arunachal Pradesh,Siang,0,10
2025-10-12,Arunachal Pradesh,Tawang,3,12
2025-10-12,Arunachal Pradesh,Tirap,2,6
2025-10-12,Arunachal Pradesh,Upper Siang,4,8
2025-10-12,Arunachal Pradesh,Upper Subansiri,1,4
2025-10-12,Arunachal Pradesh,West Kameng,8,18
2025-10-12,Arunachal Pradesh,West Siang,19,29
2025-10-12,Assam,Bajali,0,10
2025-10-12,Assam,Baksa,19,223
2025-10-12,Assam,Barpeta,87,918
2025-10-12,Assam,Biswanath,8,101
2025-10-12,Assam,Bongaigaon,16,281
2025-10-12,Assam,Cachar,38,687
2025-10-12,Assam,Charaideo,0,56
2025-10-12,Assam,Chirang,28,187
2025-10-12,Assam,Darrang,32,321
2025-10-12,Assam,Dhemaji,23,237
2025-10-12,Assam,Dhubri,107,1271
2025-10-12,Assam,Dibrugarh,13,162
2025-10-12,Assam,Dima Hasao,1,5
2025-10-12,Assam,Goalpara,45,495
2025-10-12,Assam,Golaghat,25,408
2025-10-12,Assam,Hailakandi,31,320
2025-10-12,Assam,Hojai,27,257
2025-10-12,Assam,Jorhat,12,228
2025-10-12,Assam,Kamrup,36,670
2025-10-12,Assam,Kamrup Metro,25,368
2025-10-12,Assam,Karbi Anglong,13,192
2025-10-12,Assam,Karimganj,47,650
2025-10-12,Assam,Kokrajhar,15,489
2025-10-12,Assam,Lakhimpur,29,327
2025-10-12,Assam,Majuli,2,18
2025-10-12,Assam,Marigaon,76,853
2025-10-12,Assam,Nagaon,86,1121
2025-10-12,Assam,Nalbari,17,212
2025-10-12,Assam,North Cachar Hills,4,27
2025-10-12,Assam,Sibsagar,3,76
2025-10-12,Assam,Sonitpur,18,405
2025-10-12,Assam,South Salmara Mankachar,9,202
2025-10-12,Assam,Sribhumi,1,68
2025-10-12,Assam,Tamulpur District,1,13
2025-10-12,Assam,Tinsukia,16,267
2025-10-12,Assam,Udalguri,14,194
2025-10-12,Assam,West Karbi Anglong,0,8
2025-10-12,Bihar,Araria,60,1096
2025-10-12,Bihar,Arwal,15,260
2025-10-12,Bihar,Aurangabad,75,692
2025-10-12,Bihar,Aurangabad(bh),0,7
2025-10-12,Bihar,Banka,53,531
2025-10-12,Bihar,Begusarai,111,1213
2025-10-12,Bihar,Bhabua,0,2
2025-10-12,Bihar,Bhagalpur,96,992
2025-10-12,Bihar,Bhojpur,89,868
2025-10-12,Bihar,Buxar,59,555
2025-10-12,Bihar,Darbhanga,101,824
2025-10-12,Bihar,East Champaran,195,2218
2025-10-12,Bihar,Gaya,175,1211
2025-10-12,Bihar,Gopalganj,73,1062
2025-10-12,Bihar,Jamui,64,554
2025-10-12,Bihar,Jehanabad,38,345
2025-10-12,Bihar,Kaimur (Bhabua),23,300
2025-10-12,Bihar,Katihar,73,1155
2025-10-12,Bihar,Khagaria,42,349
2025-10-12,Bihar,Kishanganj,36,682
2025-10-12,Bihar,Lakhisarai,44,450
2025-10-12,Bihar,Madhepura,69,624
2025-10-12,Bihar,Madhubani,122,1377
2025-10-12,Bihar,Monghyr,0,2
2025-10-12,Bihar,Munger,35,388
2025-10-12,Bihar,Muzaffarpur,146,1618
2025-10-12,Bihar,Nalanda,124,1004
2025-10-12,Bihar,Nawada,49,542
2025-10-12,Bihar,Pashchim Champaran,1,5
2025-10-12,Bihar,Patna,141,1612
2025-10-12,Bihar,Purba Champaran,0,15
2025-10-12,Bihar,Purnea,1,5
2025-10-12,Bihar,Purnia,113,1364
2025-10-12,Bihar,Rohtas,93,915
2025-10-12,Bihar,Saharsa,40,430
2025-10-12,Bihar,Samastipur,126,1409
2025-10-12,Bihar,Samstipur,0,8
2025-10-12,Bihar,Saran,104,1159
2025-10-12,Bihar,Sheikhpura,15,125
2025-10-12,Bihar,Sheikpura,0,1
2025-10-12,Bihar,Sheohar,17,114
2025-10-12,Bihar,Sitamarhi,113,1185
2025-10-12,Bihar,Siwan,115,1110
2025-10-12,Bihar,Supaul,58,626
2025-10-12,Bihar,Vaishali,120,1132
2025-10-12,Bihar,West Champaran,121,1371
2025-10-12,Chandigarh,Chandigarh,15,160
2025-10-12,Chhattisgarh,Balod,36,317
2025-10-12,Chhattisgarh,Baloda Bazar,108,925
2025-10-12,Chhattisgarh,Balrampur,31,591
2025-10-12,Chhattisgarh,Bastar,124,1047
2025-10-12,Chhattisgarh,Bemetara,70,570
2025-10-12,Chhattisgarh,Bijapur,7,202
2025-10-12,Chhattisgarh,Bilaspur,98,1325
2025-10-12,Chhattisgarh,Dakshin Bastar Dantewada,11,53
2025-10-12,Chhattisgarh,Dantewada,12,13
2025-10-12,Chhattisgarh,Dhamtari,35,274
2025-10-12,Chhattisgarh,Durg,54,423
2025-10-12,Chhattisgarh,Gariyaband,25,529
2025-10-12,Chhattisgarh,Gaurela-pendra-marwahi,0,24
2025-10-12,Chhattisgarh,Janjgir - Champa,0,2
2025-10-12,Chhattisgarh,Janjgir Champa,0,3
2025-10-12,Chhattisgarh,Janjgir-champa,21,697
2025-10-12,Chhattisgarh,Jashpur,80,766
2025-10-12,Chhattisgarh,Kabeerdham,30,136
2025-10-12,Chhattisgarh,Kanker,48,551
2025-10-12,Chhattisgarh,Kawardha,89,666
2025-10-12,Chhattisgarh,Khairagarh Chhuikhadan Gandai,6,42
2025-10-12,Chhattisgarh,Kondagaon,47,362
2025-10-12,Chhattisgarh,Korba,28,679
2025-10-12,Chhattisgarh,Koriya,8,349
2025-10-12,Chhattisgarh,Mahasamund,59,771
2025-10-12,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,0,37
2025-10-12,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,23,180
2025-10-12,Chhattisgarh,Mungeli,32,509
2025-10-12,Chhattisgarh,Narayanpur,12,64
2025-10-12,Chhattisgarh,Raigarh,24,617
2025-10-12,Chhattisgarh,Raipur,70,775
2025-10-12,Chhattisgarh,Rajnandgaon,90,860
2025-10-12,Chhattisgarh,Sakti,8,45
2025-10-12,Chhattisgarh,Sarangarh-Bilaigarh,6,122
2025-10-12,Chhattisgarh,Sukma,34,348
2025-10-12,Chhattisgarh,Surajpur,31,561
2025-10-12,Chhattisgarh,Surguja,59,1306
2025-10-12,Chhattisgarh,Uttar Bastar Kanker,19,257
2025-10-12,Dadra & Nagar Haveli,Dadra & Nagar Haveli,0,2
2025-10-12,Dadra and Nagar Haveli,Dadra and Nagar Haveli,10,37
2025-10-12,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,0,12
2025-10-12,Dadra and Nagar Haveli and Daman and Diu,Daman,4,28
2025-10-12,Daman & Diu,Daman,0,7
2025-10-12,Daman & Diu,Diu,0,1
2025-10-12,Daman and Diu,Diu,1,0
2025-10-12,Delhi,Central Delhi,12,98
2025-10-12,Delhi,East Delhi,11,131
2025-10-12,Delhi,New Delhi,0,18
2025-10-12,Delhi,North Delhi,18,237
2025-10-12,Delhi,North East,3,95
2025-10-12,Delhi,North East Delhi,42,353
2025-10-12,Delhi,North West Delhi,90,966
2025-10-12,Delhi,Shahdara,8,70
2025-10-12,Delhi,South Delhi,50,693
2025-10-12,Delhi,South West Delhi,30,310
2025-10-12,Delhi,West Delhi,68,768
2025-10-12,Goa,North Goa,8,160
2025-10-12,Goa,South Goa,1,133
2025-10-12,Gujarat,Ahmadabad,0,86
2025-10-12,Gujarat,Ahmedabad,125,1351
2025-10-12,Gujarat,Amreli,17,281
2025-10-12,Gujarat,Anand,20,280
2025-10-12,Gujarat,Arvalli,8,54
2025-10-12,Gujarat,Banas Kantha,0,1
2025-10-12,Gujarat,Banaskantha,62,446
2025-10-12,Gujarat,Bharuch,20,193
2025-10-12,Gujarat,Bhavnagar,49,328
2025-10-12,Gujarat,Botad,3,26
2025-10-12,Gujarat,Chhotaudepur,7,53
2025-10-12,Gujarat,Dahod,16,185
2025-10-12,Gujarat,Devbhumi Dwarka,8,75
2025-10-12,Gujarat,Dohad,0,64
2025-10-12,Gujarat,Gandhinagar,19,209
2025-10-12,Gujarat,Gir Somnath,17,69
2025-10-12,Gujarat,Jamnagar,22,390
2025-10-12,Gujarat,Junagadh,19,317
2025-10-12,Gujarat,Kachchh,37,457
2025-10-12,Gujarat,Kheda,12,305
2025-10-12,Gujarat,Mahesana,32,194
2025-10-12,Gujarat,Mahisagar,5,49
2025-10-12,Gujarat,Morbi,6,73
2025-10-12,Gujarat,Narmada,7,81
2025-10-12,Gujarat,Navsari,28,239
2025-10-12,Gujarat,Panch Mahals,0,8
2025-10-12,Gujarat,Panchmahals,30,387
2025-10-12,Gujarat,Patan,13,137
2025-10-12,Gujarat,Porbandar,2,98
2025-10-12,Gujarat,Rajkot,50,717
2025-10-12,Gujarat,Sabar Kantha,0,8
2025-10-12,Gujarat,Sabarkantha,20,241
2025-10-12,Gujarat,Surat,149,1677
2025-10-12,Gujarat,Surendra Nagar,11,238
2025-10-12,Gujarat,Surendranagar,0,9
2025-10-12,Gujarat,Tapi,8,59
2025-10-12,Gujarat,The Dangs,1,18
2025-10-12,Gujarat,Vadodara,66,664
2025-10-12,Gujarat,Valsad,31,226
2025-10-12,Haryana,Ambala,12,158
2025-10-12,Haryana,Bhiwani,29,208
2025-10-12,Haryana,Charkhi Dadri,8,72
2025-10-12,Haryana,Faridabad,53,546
2025-10-12,Haryana,Fatehabad,12,155
2025-10-12,Haryana,Gurgaon,41,469
2025-10-12,Haryana,Hisar,8,149
2025-10-12,Haryana,Jhajjar,18,118
2025-10-12,Haryana,Jind,21,210
2025-10-12,Haryana,Kaithal,6,78
2025-10-12,Haryana,Karnal,12,93
2025-10-12,Haryana,Kurukshetra,15,136
2025-10-12,Haryana,Mahendragarh,24,122
2025-10-12,Haryana,Mewat,8,101
2025-10-12,Haryana,Palwal,24,243
2025-10-12,Haryana,Panchkula,14,125
2025-10-12,Haryana,Panipat,8,83
2025-10-12,Haryana,Rewari,15,106
2025-10-12,Haryana,Rohtak,25,129
2025-10-12,Haryana,Sirsa,20,255
2025-10-12,Haryana,Sonipat,23,180
2025-10-12,Haryana,Yamuna Nagar,19,231
2025-10-12,Haryana,Yamunanagar,0,4
2025-10-12,Himachal Pradesh,Bilaspur,1,37
2025-10-12,Himachal Pradesh,Chamba,32,111
2025-10-12,Himachal Pradesh,Hamirpur,7,47
2025-10-12,Himachal Pradesh,Kangra,22,195
2025-10-12,Himachal Pradesh,Kinnaur,1,5
2025-10-12,Himachal Pradesh,Kullu,4,47
2025-10-12,Himachal Pradesh,Lahul & Spiti,2,1
2025-10-12,Himachal Pradesh,Lahul and Spiti,0,2
2025-10-12,Himachal Pradesh,Mandi,10,97
2025-10-12,Himachal Pradesh,Shimla,5,73
2025-10-12,Himachal Pradesh,Sirmaur,18,86
2025-10-12,Himachal Pradesh,Solan,11,117
2025-10-12,Himachal Pradesh,Una,10,37
2025-10-12,Jammu & Kashmir,Baramula,0,2
2025-10-12,Jammu & Kashmir,Jammu,0,4
2025-10-12,Jammu and Kashmir,Anantnag,26,165
2025-10-12,Jammu and Kashmir,Badgam,3,37
2025-10-12,Jammu and Kashmir,Bandipore,7,91
2025-10-12,Jammu and Kashmir,Baramula,36,159
2025-10-12,Jammu and Kashmir,Budgam,33,69
2025-10-12,Jammu and Kashmir,Doda,16,142
2025-10-12,Jammu and Kashmir,Ganderbal,6,39
2025-10-12,Jammu and Kashmir,Jammu,17,274
2025-10-12,Jammu and Kashmir,Kargil,2,21
2025-10-12,Jammu and Kashmir,Kathua,10,88
2025-10-12,Jammu and Kashmir,Kishtwar,1,18
2025-10-12,Jammu and Kashmir,Kulgam,23,62
2025-10-12,Jammu and Kashmir,Kupwara,17,47
2025-10-12,Jammu and Kashmir,Leh,2,1
2025-10-12,Jammu and Kashmir,Pulwama,5,29
2025-10-12,Jammu and Kashmir,Punch,5,34
2025-10-12,Jammu and Kashmir,Rajouri,7,47
2025-10-12,Jammu and Kashmir,Ramban,14,48
2025-10-12,Jammu and Kashmir,Reasi,10,45
2025-10-12,Jammu and Kashmir,Samba,3,12
2025-10-12,Jammu and Kashmir,Shupiyan,17,55
2025-10-12,Jammu and Kashmir,Srinagar,27,322
2025-10-12,Jammu and Kashmir,Udhampur,2,72
2025-10-12,Jharkhand,Bokaro,28,347
2025-10-12,Jharkhand,Chatra,15,195
2025-10-12,Jharkhand,Deoghar,29,236
2025-10-12,Jharkhand,Dhanbad,27,396
2025-10-12,Jharkhand,Dumka,53,409
2025-10-12,Jharkhand,East Singhbhum,34,435
2025-10-12,Jharkhand,Garhwa,48,373
2025-10-12,Jharkhand,Garhwa *,0,7
2025-10-12,Jharkhand,Giridih,63,537
2025-10-12,Jharkhand,Godda,26,198
2025-10-12,Jharkhand,Gumla,56,620
2025-10-12,Jharkhand,Hazaribag,1,70
2025-10-12,Jharkhand,Hazaribagh,45,388
2025-10-12,Jharkhand,Jamtara,21,277
2025-10-12,Jharkhand,Khunti,3,105
2025-10-12,Jharkhand,Kodarma,5,23
2025-10-12,Jharkhand,Koderma,14,140
2025-10-12,Jharkhand,Latehar,31,265
2025-10-12,Jharkhand,Lohardaga,33,229
2025-10-12,Jharkhand,Pakaur,6,19
2025-10-12,Jharkhand,Pakur,13,117
2025-10-12,Jharkhand,Palamau,3,27
2025-10-12,Jharkhand,Palamu,42,397
2025-10-12,Jharkhand,Pashchimi Singhbhum,0,5
2025-10-12,Jharkhand,Purbi Singhbhum,0,62
2025-10-12,Jharkhand,Ramgarh,14,226
2025-10-12,Jharkhand,Ranchi,48,636
2025-10-12,Jharkhand,Sahebganj,44,333
2025-10-12,Jharkhand,Sahibganj,0,14
2025-10-12,Jharkhand,Seraikela-Kharsawan,27,174
2025-10-12,Jharkhand,Seraikela-kharsawan,0,77
2025-10-12,Jharkhand,Simdega,0,93
2025-10-12,Jharkhand,West Singhbhum,53,496
2025-10-12,Karnataka,Bagalkot,50,224
2025-10-12,Karnataka,Bagalkot *,2,14
2025-10-12,Karnataka,Ballari,8,86
2025-10-12,Karnataka,Bangalore,44,435
2025-10-12,Karnataka,Bangalore Rural,37,230
2025-10-12,Karnataka,Belagavi,43,297
2025-10-12,Karnataka,Belgaum,53,516
2025-10-12,Karnataka,Bellary,15,139
2025-10-12,Karnataka,Bengaluru,162,1134
2025-10-12,Karnataka,Bengaluru South,0,38
2025-10-12,Karnataka,Bidar,23,163
2025-10-12,Karnataka,Bijapur,32,228
2025-10-12,Karnataka,Chamarajanagar,0,10
2025-10-12,Karnataka,Chamarajanagar *,0,2
2025-10-12,Karnataka,Chamrajanagar,7,103
2025-10-12,Karnataka,Chamrajnagar,0,17
2025-10-12,Karnataka,Chickmagalur,3,73
2025-10-12,Karnataka,Chikkaballapur,16,210
2025-10-12,Karnataka,Chikkamagaluru,5,45
2025-10-12,Karnataka,Chikmagalur,0,5
2025-10-12,Karnataka,Chitradurga,33,218
2025-10-12,Karnataka,Dakshina Kannada,29,269
2025-10-12,Karnataka,Davanagere,0,22
2025-10-12,Karnataka,Davangere,17,163
2025-10-12,Karnataka,Dharwad,31,293
2025-10-12,Karnataka,Gadag,12,128
2025-10-12,Karnataka,Gadag *,0,4
2025-10-12,Karnataka,Gulbarga,26,232
2025-10-12,Karnataka,Hasan,3,83
2025-10-12,Karnataka,Hassan,17,208
2025-10-12,Karnataka,Haveri,34,194
2025-10-12,Karnataka,Haveri *,0,16
2025-10-12,Karnataka,Kalaburagi,26,148
2025-10-12,Karnataka,Kodagu,5,76
2025-10-12,Karnataka,Kolar,35,238
2025-10-12,Karnataka,Koppal,37,157
2025-10-12,Karnataka,Mandya,18,234
2025-10-12,Karnataka,Mysore,13,195
2025-10-12,Karnataka,Mysuru,25,169
2025-10-12,Karnataka,Raichur,38,288
2025-10-12,Karnataka,Ramanagar,10,126
2025-10-12,Karnataka,Shimoga,8,123
2025-10-12,Karnataka,Shivamogga,6,71
2025-10-12,Karnataka,Tumakuru,25,153
2025-10-12,Karnataka,Tumkur,27,271
2025-10-12,Karnataka,Udupi,36,181
2025-10-12,Karnataka,Uttara Kannada,20,253
2025-10-12,Karnataka,Vijayanagara,4,63
2025-10-12,Karnataka,Vijayapura,35,183
2025-10-12,Karnataka,Yadgir,29,171
2025-10-12,Karnataka,yadgir,2,18
2025-10-12,Kerala,Alappuzha,17,244
2025-10-12,Kerala,Ernakulam,30,514
2025-10-12,Kerala,Idukki,8,132
2025-10-12,Kerala,Kannur,31,467
2025-10-12,Kerala,Kasaragod,25,275
2025-10-12,Kerala,Kasargod,0,26
2025-10-12,Kerala,Kollam,50,541
2025-10-12,Kerala,Kottayam,25,352
2025-10-12,Kerala,Kozhikode,106,850
2025-10-12,Kerala,Malappuram,85,1563
2025-10-12,Kerala,Palakkad,34,473
2025-10-12,Kerala,Pathanamthitta,13,235
2025-10-12,Kerala,Thiruvananthapuram,39,526
2025-10-12,Kerala,Thrissur,36,550
2025-10-12,Kerala,Wayanad,18,123
2025-10-12,Ladakh,Kargil,7,14
2025-10-12,Ladakh,Leh,11,25
2025-10-12,Lakshadweep,Lakshadweep,0,15
2025-10-12,Madhya Pradesh,Agar Malwa,10,91
2025-10-12,Madhya Pradesh,Alirajpur,2,60
2025-10-12,Madhya Pradesh,Anuppur,6,42
2025-10-12,Madhya Pradesh,Ashok Nagar,27,183
2025-10-12,Madhya Pradesh,Balaghat,37,193
2025-10-12,Madhya Pradesh,Barwani,18,166
2025-10-12,Madhya Pradesh,Betul,68,271
2025-10-12,Madhya Pradesh,Bhind,62,421
2025-10-12,Madhya Pradesh,Bhopal,48,404
2025-10-12,Madhya Pradesh,Burhanpur,42,170
2025-10-12,Madhya Pradesh,Chhatarpur,82,608
2025-10-12,Madhya Pradesh,Chhindwara,37,302
2025-10-12,Madhya Pradesh,Damoh,46,349
2025-10-12,Madhya Pradesh,Datia,42,432
2025-10-12,Madhya Pradesh,Dewas,23,168
2025-10-12,Madhya Pradesh,Dhar,24,269
2025-10-12,Madhya Pradesh,Dindori,12,119
2025-10-12,Madhya Pradesh,East Nimar,3,52
2025-10-12,Madhya Pradesh,Guna,27,232
2025-10-12,Madhya Pradesh,Gwalior,53,417
2025-10-12,Madhya Pradesh,Harda,2,13
2025-10-12,Madhya Pradesh,Harda *,3,25
2025-10-12,Madhya Pradesh,Hoshangabad,17,158
2025-10-12,Madhya Pradesh,Indore,108,902
2025-10-12,Madhya Pradesh,Jabalpur,47,594
2025-10-12,Madhya Pradesh,Jhabua,29,326
2025-10-12,Madhya Pradesh,Katni,71,255
2025-10-12,Madhya Pradesh,Khandwa,12,118
2025-10-12,Madhya Pradesh,Khargone,16,179
2025-10-12,Madhya Pradesh,Maihar,0,57
2025-10-12,Madhya Pradesh,Mandla,39,409
2025-10-12,Madhya Pradesh,Mandsaur,29,304
2025-10-12,Madhya Pradesh,Mauganj,2,52
2025-10-12,Madhya Pradesh,Morena,46,364
2025-10-12,Madhya Pradesh,Narmadapuram,2,41
2025-10-12,Madhya Pradesh,Narsimhapur,7,69
2025-10-12,Madhya Pradesh,Narsinghpur,45,191
2025-10-12,Madhya Pradesh,Neemuch,42,208
2025-10-12,Madhya Pradesh,Niwari,4,37
2025-10-12,Madhya Pradesh,Pandhurna,1,11
2025-10-12,Madhya Pradesh,Panna,25,281
2025-10-12,Madhya Pradesh,Raisen,33,418
2025-10-12,Madhya Pradesh,Rajgarh,35,245
2025-10-12,Madhya Pradesh,Ratlam,37,349
2025-10-12,Madhya Pradesh,Rewa,61,674
2025-10-12,Madhya Pradesh,Sagar,64,526
2025-10-12,Madhya Pradesh,Satna,56,506
2025-10-12,Madhya Pradesh,Sehore,20,234
2025-10-12,Madhya Pradesh,Seoni,73,352
2025-10-12,Madhya Pradesh,Shahdol,37,277
2025-10-12,Madhya Pradesh,Shajapur,13,181
2025-10-12,Madhya Pradesh,Sheopur,44,311
2025-10-12,Madhya Pradesh,Shivpuri,36,477
2025-10-12,Madhya Pradesh,Sidhi,38,379
2025-10-12,Madhya Pradesh,Singrauli,17,139
2025-10-12,Madhya Pradesh,Tikamgarh,61,383
2025-10-12,Madhya Pradesh,Ujjain,64,470
2025-10-12,Madhya Pradesh,Umaria,10,157
2025-10-12,Madhya Pradesh,Vidisha,21,198
2025-10-12,Madhya Pradesh,West Nimar,4,28
2025-10-12,Maharashtra,Ahilyanagar,3,33
2025-10-12,Maharashtra,Ahmadnagar,89,1911
2025-10-12,Maharashtra,Ahmed Nagar,4,61
2025-10-12,Maharashtra,Akola,22,415
2025-10-12,Maharashtra,Amravati,35,563
2025-10-12,Maharashtra,Aurangabad,58,1106
2025-10-12,Maharashtra,Beed,73,1032
2025-10-12,Maharashtra,Bhandara,10,198
2025-10-12,Maharashtra,Bid,0,56
2025-10-12,Maharashtra,Buldana,0,166
2025-10-12,Maharashtra,Buldhana,51,612
2025-10-12,Maharashtra,Chandrapur,31,850
2025-10-12,Maharashtra,Chatrapati Sambhaji Nagar,3,24
2025-10-12,Maharashtra,Chhatrapati Sambhajinagar,12,157
2025-10-12,Maharashtra,Dharashiv,7,51
2025-10-12,Maharashtra,Dhule,30,486
2025-10-12,Maharashtra,Gadchiroli,34,423
2025-10-12,Maharashtra,Gondia,0,10
2025-10-12,Maharashtra,Gondiya,15,203
2025-10-12,Maharashtra,Gondiya *,0,14
2025-10-12,Maharashtra,Hingoli,34,502
2025-10-12,Maharashtra,Jalgaon,96,1424
2025-10-12,Maharashtra,Jalna,28,506
2025-10-12,Maharashtra,Kolhapur,70,1138
2025-10-12,Maharashtra,Latur,62,841
2025-10-12,Maharashtra,Mumbai,74,1687
2025-10-12,Maharashtra,Mumbai City,17,194
2025-10-12,Maharashtra,Mumbai Suburban,144,1315
2025-10-12,Maharashtra,Mumbai( Sub Urban ),0,78
2025-10-12,Maharashtra,Nagpur,125,1282
2025-10-12,Maharashtra,Nanded,96,1400
2025-10-12,Maharashtra,Nandurbar,26,225
2025-10-12,Maharashtra,Nandurbar *,0,8
2025-10-12,Maharashtra,Nashik,118,1959
2025-10-12,Maharashtra,Osmanabad,18,742
2025-10-12,Maharashtra,Palghar,67,970
2025-10-12,Maharashtra,Parbhani,59,701
2025-10-12,Maharashtra,Pune,310,4263
2025-10-12,Maharashtra,Raigad,23,274
2025-10-12,Maharashtra,Raigarh,52,795
2025-10-12,Maharashtra,Raigarh(MH),0,12
2025-10-12,Maharashtra,Ratnagiri,32,481
2025-10-12,Maharashtra,Sangli,57,1233
2025-10-12,Maharashtra,Satara,33,978
2025-10-12,Maharashtra,Sindhudurg,15,224
2025-10-12,Maharashtra,Solapur,68,1749
2025-10-12,Maharashtra,Thane,212,2662
2025-10-12,Maharashtra,Wardha,14,213
2025-10-12,Maharashtra,Washim,21,403
2025-10-12,Maharashtra,Washim *,0,1
2025-10-12,Maharashtra,Yavatmal,31,992
2025-10-12,Manipur,Bishnupur,19,70
2025-10-12,Manipur,Chandel,7,32
2025-10-12,Manipur,Churachandpur,15,67
2025-10-12,Manipur,Imphal East,44,197
2025-10-12,Manipur,Imphal West,21,200
2025-10-12,Manipur,Jiribam,1,7
2025-10-12,Manipur,Kakching,4,15
2025-10-12,Manipur,Pherzawl,0,1
2025-10-12,Manipur,Senapati,26,89
2025-10-12,Manipur,Tamenglong,4,10
2025-10-12,Manipur,Thoubal,23,142
2025-10-12,Manipur,Ukhrul,22,79
2025-10-12,Meghalaya,East Garo Hills,0,13
2025-10-12,Meghalaya,East Jaintia Hills,0,15
2025-10-12,Meghalaya,East Khasi Hills,23,120
2025-10-12,Meghalaya,North Garo Hills,0,17
2025-10-12,Meghalaya,Ri Bhoi,2,27
2025-10-12,Meghalaya,South Garo Hills,0,14
2025-10-12,Meghalaya,South West Garo Hills,1,35
2025-10-12,Meghalaya,South West Khasi Hills,0,4
2025-10-12,Meghalaya,West Garo Hills,2,74
